date,upi_volume,upi_value,Volume_Growth,Value_Growth,Rolling_Mean_Growth,Rolling_Volatility
2020-06-01,476.9671,10413.108974581,,,,
2020-06-02,476.78182,9951.298586321,-0.0003884544657273281,-0.044348944142167945,,
2020-06-03,456.2593,9622.37521347,-0.04304383921350019,-0.03305331158519709,,
2020-06-04,463.04959,9639.502868508,0.01488252403841428,0.0017799820374935216,,
2020-06-05,464.79398,9539.524729484,0.0037671775068410795,-0.010371711112885929,,
2020-06-06,458.64927,9119.199541725,-0.01322028740561565,-0.044061439084055354,,
2020-06-07,427.25912,6874.997300074,-0.06844042289656327,-0.2460964069689041,,
2020-06-08,469.99287,10062.170486206,0.10001834483954375,0.46358900913280277,,
2020-06-09,466.98338,9786.85765725,-0.006403267351694053,-0.02736117712708397,,
2020-06-10,461.58058,9839.41028404,-0.011569576630328982,0.0053697140216470984,,
2020-06-11,449.65,9499.97,-0.02584723126783195,-0.034498031308907606,,
2020-06-12,453.42912,9288.433725751,0.00840458134104316,-0.02226704655372591,,
2020-06-13,289.00253,4333.739248967,-0.36262909184130043,-0.5334262614209907,,
2020-06-14,435.87,7238.232876260001,0.5081874888776927,0.6702049801416461,,
2020-06-15,463.91469,9725.940723531,0.06434186798816155,0.3436899433603742,,
2020-06-16,469.24346,9361.873619612,0.011486529991106886,-0.03743258511109082,,
2020-06-17,446.58304,9087.238502439,-0.04829139227641033,-0.02933548649894957,,
2020-06-18,433.31743,8793.3234418,-0.029704688292685688,-0.03234371592207197,,
2020-06-19,440.29209,8512.468178525,0.01609595995249946,-0.03193960339726898,,
2020-06-20,437.74652,8280.129005688,-0.005781548335333508,-0.02729398430212482,,
